540907,279471857015,(0, 0, 0)
540908,279471890310,(0, 0, 0)
540909,279471923592,(0, 0, 0)
540910,279471956904,(0, 0, 0)
540911,279471990286,(0, 0, 0)
540912,279471998911,(0, 0, 0)
540913,279472007577,(0, 0, 0)
540914,279472016259,(0, 0, 0)
540915,279472024932,(0, 0, 0)
540916,279472033594,(0, 0, 0)
540917,279472042246,(0, 0, 0)
540918,279472050939,(0, 0, 0)
540919,279472059596,(0, 0, 0)
540920,279472068288,(0, 0, 0)
540921,279472076956,(0, 0, 0)
540922,279472085616,(0, 0, 0)
540923,279472094283,(0, 0, 0)
540924,279472102986,(0, 0, 0)
540925,279472111648,(0.597857, -0.0448787, 0.800345)
540926,279472120409,(0.583422, -0.0691697, 0.809219)
540927,279472128952,(0.567993, -0.0936221, 0.817691)
540928,279472137655,(0.545585, -0.107975, 0.831071)
540929,279472146311,(0.52364, -0.132553, 0.841564)
540930,279472155344,(0.501005, -0.144921, 0.853224)
540931,279472163689,(0.477876, -0.153777, 0.864862)
540932,279472172312,(0.45889, -0.160589, 0.87386)
540933,279472180981,(0.438905, -0.165977, 0.883071)
540934,279472189664,(0.418432, -0.173613, 0.891501)
540935,279472198372,(0.398367, -0.185323, 0.898309)
540936,279472207034,(0.381584, -0.182085, 0.906222)
540937,279472215694,(0.365554, -0.189285, 0.91134)
540938,279472224365,(0.350134, -0.195853, 0.915996)
540939,279472233079,(0.33298, -0.203898, 0.920625)
540940,279472241694,(0.317126, -0.213554, 0.924027)
540941,279472250389,(0.301209, -0.222558, 0.927222)
540942,279472259031,(0.284094, -0.230314, 0.930723)
540943,279472267786,(0.267689, -0.236117, 0.934126)
540944,279472276431,(0.252331, -0.241331, 0.937064)
540945,279472285126,(0.239724, -0.243167, 0.939895)
540946,279472293728,(0.225798, -0.245553, 0.942719)
540947,279472302380,(0.213028, -0.243695, 0.946167)
540948,279472311057,(0.201589, -0.240033, 0.949603)
540949,279472319788,(0.188978, -0.233028, 0.953931)
540950,279472328410,(0.176347, -0.22751, 0.957675)
540951,279472337099,(0.165474, -0.224246, 0.960381)
540952,279472345790,(0.154004, -0.221282, 0.962973)
540953,279472354547,(0.144025, -0.218234, 0.96521)
540954,279472363075,(0.134196, -0.217676, 0.966752)
540955,279472371784,(0.124416, -0.217819, 0.968027)
540956,279472380532,(0.115659, -0.216961, 0.969304)
540957,279472389110,(0.106895, -0.216688, 0.970371)
540958,279472397785,(0.0994136, -0.216829, 0.971134)
540959,279472406487,(0.0926353, -0.217325, 0.971694)
540960,279472415265,(0.0870269, -0.217975, 0.972066)
540961,279472423842,(0.0827076, -0.218835, 0.97225)
540962,279472432483,(0.0793581, -0.219825, 0.972306)
540963,279472441158,(0.0768167, -0.221713, 0.972081)
540964,279472449816,(0.0751407, -0.223985, 0.971692)
540965,279472458486,(0.074188, -0.225957, 0.971308)
540966,279472467143,(0.0735445, -0.22965, 0.970491)
540967,279472475951,(0.0737542, -0.233832, 0.969475)
540968,279472484531,(0.0746079, -0.238056, 0.968382)
540969,279472493157,(0.0763055, -0.243741, 0.966834)
540970,279472501857,(0.0790175, -0.251222, 0.964699)
540971,279472510517,(0.0831001, -0.257701, 0.962644)
540972,279472519192,(0.088272, -0.264096, 0.960448)
540973,279472527902,(0.094466, -0.270834, 0.95798)
540974,279472536562,(0.102139, -0.276301, 0.955628)
540975,279472545224,(0.110549, -0.280957, 0.953332)
540976,279472553939,(0.120557, -0.284605, 0.951034)
540977,279472562597,(0.130084, -0.287273, 0.948974)
540978,279472571245,(0.138971, -0.288629, 0.947301)
540979,279472579948,(0.147281, -0.288508, 0.946082)
540980,279472588562,(0.154267, -0.288465, 0.944981)
540981,279472597256,(0.160238, -0.287758, 0.944203)
540982,279472605927,(0.165286, -0.287663, 0.943361)
540983,279472614588,(0.169487, -0.288434, 0.94238)
540984,279472623269,(0.173664, -0.288578, 0.941575)
540985,279472631952,(0.177795, -0.286708, 0.941375)
540986,279472640646,(0.182334, -0.28321, 0.941566)
540987,279472649264,(0.185752, -0.282083, 0.941236)
540988,279472657994,(0.189349, -0.279175, 0.941386)
540989,279472666621,(0.192899, -0.275778, 0.941667)
540990,279472675288,(0.196597, -0.271178, 0.942238)
540991,279472683943,(0.200121, -0.264733, 0.943328)
540992,279472692617,(0.202861, -0.259627, 0.944162)
540993,279472701341,(0.205194, -0.254603, 0.945025)
540994,279472710038,(0.207871, -0.249552, 0.945787)
540995,279472718657,(0.209518, -0.245671, 0.94644)
540996,279472727313,(0.211091, -0.241143, 0.947254)
540997,279472736007,(0.212699, -0.235647, 0.948277)
540998,279472744697,(0.214344, -0.229949, 0.949305)
540999,279472753350,(0.21662, -0.224393, 0.950118)
541000,279472762001,(0.219265, -0.219565, 0.950639)
541001,279472770739,(0.223347, -0.213735, 0.951017)
541002,279472779358,(0.228823, -0.2063, 0.951357)
541003,279472788054,(0.236628, -0.196418, 0.951539)
541004,279472796660,(0.246919, -0.185024, 0.951208)
541005,279472805325,(0.258751, -0.17254, 0.950409)
541006,279472814074,(0.271619, -0.158588, 0.949249)
541007,279472822697,(0.28376, -0.14302, 0.948169)
541008,279472831381,(0.295027, -0.123372, 0.947491)
541009,279472857500,(0.317485, -0.0580226, 0.946487)
541010,279472866091,(0.323473, -0.0329347, 0.945664)
541011,279472874761,(0.332997, 0.0142111, 0.942821)
541012,279472883423,(0.341333, 0.0715164, 0.937218)
541013,279472892063,(0.347942, 0.132779, 0.928066)
541014,279472900798,(0.350795, 0.196695, 0.915562)
541015,279472909487,(0.350795, 0.260734, 0.899422)
541016,279472918088,(0.348851, 0.322748, 0.87985)
541017,279472926837,(0.344541, 0.383343, 0.856936)
541018,279472935454,(0.33878, 0.444799, 0.829085)
541019,279472944152,(0.330182, 0.509683, 0.794483)
541020,279472952822,(0.319255, 0.5728, 0.754968)
541021,279472961614,(0.304948, 0.636044, 0.70884)
541022,279472970114,(0.287885, 0.693925, 0.659993)
541023,279472978851,(0.269764, 0.747451, 0.607079)
541024,279472987505,(0.249025, 0.793754, 0.554925)
541025,279472996108,(0.229761, 0.828878, 0.51007)
541026,279473004811,(0.212067, 0.858227, 0.467411)
541027,279473013503,(0.195447, 0.883003, 0.426739)
541028,279473022107,(0.178395, 0.906454, 0.382775)
541029,279473030797,(0.162341, 0.924969, 0.343625)
541030,279473039483,(0.14943, 0.937867, 0.31317)
541031,279473048175,(0.136389, 0.949392, 0.282937)
541032,279473056870,(0.125531, 0.958098, 0.25747)
541033,279473065527,(0.116328, 0.964807, 0.235829)
541034,279473074185,(0.109009, 0.969713, 0.218571)
541035,279473082845,(0.103215, 0.973403, 0.204533)
541036,279473091553,(0.0983401, 0.97619, 0.193345)
541037,279473100316,(0.0953549, 0.977857, 0.186285)
541038,279473108895,(0.0949543, 0.978292, 0.184199)
541039,279473117590,(0.0961337, 0.978126, 0.184466)
541040,279473126245,(0.101275, 0.976583, 0.189814)
541041,279473134910,(0.110237, 0.97326, 0.201526)
541042,279473143540,(0.130814, 0.965223, 0.226344)
541043,279473152275,(0.160026, 0.94964, 0.269399)
541044,279473160922,(0.194901, 0.924781, 0.326793)
541045,279473169574,(0.228627, 0.892465, 0.38889)
541046,279473178524,(0.260316, 0.852411, 0.453466)
541047,279473186894,(0.287588, 0.810181, 0.510784)
541048,279473195601,(0.315233, 0.757072, 0.57225)
541049,279473204295,(0.341251, 0.69487, 0.633011)
541050,279473212910,(0.361602, 0.627723, 0.689354)
541051,279473221643,(0.377249, 0.553295, 0.742662)
541052,279473230306,(0.387748, 0.477202, 0.788626)
541053,279473238961,(0.393935, 0.400835, 0.827131)
541054,279473247621,(0.396054, 0.33127, 0.856388)
541055,279473256342,(0.394574, 0.263734, 0.880202)
541056,279473264992,(0.39022, 0.211019, 0.896214)
541057,279473273617,(0.385123, 0.156488, 0.909501)
541058,279473282339,(0.379214, 0.0969575, 0.920215)
541059,279473290975,(0.371336, 0.0401349, 0.927631)
541060,279473299682,(0.363336, -0.00484004, 0.931646)
541061,279473308357,(0.355721, -0.0505811, 0.933222)
541062,279473317005,(0.348049, -0.090062, 0.93314)
541063,279473325675,(0.341276, -0.121187, 0.932118)
541064,279473334338,(0.334935, -0.150741, 0.930105)
541065,279473343000,(0.327267, -0.181789, 0.92728)
541066,279473351695,(0.318842, -0.215218, 0.92305)
541067,279473360333,(0.309857, -0.246117, 0.918376)
541068,279473369027,(0.301495, -0.273909, 0.913277)
541069,279473377714,(0.292677, -0.299814, 0.907993)
541070,279473386361,(0.284613, -0.320736, 0.903396)
541071,279473395031,(0.276839, -0.339565, 0.898919)
541072,279473403706,(0.269545, -0.357442, 0.894193)
541073,279473412443,(0.26265, -0.373467, 0.889684)
541074,279473421121,(0.255486, -0.389049, 0.885081)
541075,279473429732,(0.249683, -0.400894, 0.881444)
541076,279473438409,(0.245215, -0.410213, 0.878405)
541077,279473447091,(0.242189, -0.416164, 0.876443)
541078,279473455706,(0.240834, -0.418995, 0.875467)
541079,279473464452,(0.240972, -0.419, 0.875426)
541080,279473473046,(0.241422, -0.417993, 0.875784)
541081,279473481748,(0.242222, -0.415831, 0.876592)
541082,279473490441,(0.243536, -0.412048, 0.878013)
541083,279473499116,(0.244612, -0.40715, 0.879997)
541084,279473507791,(0.245848, -0.401536, 0.882229)
541085,279473516456,(0.247011, -0.394988, 0.884856)
541086,279473525118,(0.247527, -0.387733, 0.887915)
541087,279473533760,(0.247878, -0.380771, 0.890825)
541088,279473542466,(0.248164, -0.372623, 0.894185)
541089,279473551107,(0.248661, -0.362938, 0.898022)
541090,279473559813,(0.249515, -0.350881, 0.902566)
541091,279473568461,(0.250935, -0.337043, 0.907432)
541092,279473577139,(0.254713, -0.317527, 0.913399)
541093,279473585842,(0.261927, -0.288056, 0.921096)
541094,279473594521,(0.272155, -0.249861, 0.929248)
541095,279473603119,(0.285242, -0.199465, 0.93747)
541096,279473611819,(0.299533, -0.140142, 0.943737)
541097,279473620605,(0.313115, -0.0753132, 0.946724)
541098,279473629265,(0.325, -0.00122964, 0.945713)
541099,279473637914,(0.333854, 0.083975, 0.938877)
541100,279473646509,(0.339868, 0.178356, 0.923406)
541101,279473655265,(0.343638, 0.273918, 0.898266)
541102,279473663903,(0.343009, 0.36505, 0.865496)
541103,279473672512,(0.337148, 0.447565, 0.828261)
541104,279473681199,(0.327758, 0.526225, 0.784641)
541105,279473689860,(0.313823, 0.601487, 0.734662)
541106,279473698549,(0.295281, 0.673152, 0.677994)
541107,279473707268,(0.27475, 0.731887, 0.623581)
541108,279473715894,(0.252862, 0.783486, 0.567636)
541109,279473724597,(0.231356, 0.825627, 0.514602)
541110,279473733235,(0.211444, 0.859441, 0.46546)
541111,279473741868,(0.192959, 0.885564, 0.422544)
541112,279473750531,(0.174877, 0.907647, 0.381569)
541113,279473759253,(0.156081, 0.927678, 0.339193)
541114,279473767918,(0.140402, 0.941329, 0.306898)
541115,279473776592,(0.127918, 0.951071, 0.281248)
541116,279473785271,(0.116678, 0.959363, 0.256922)
541117,279473793945,(0.107281, 0.965684, 0.236529)
541118,279473802663,(0.100288, 0.97006, 0.221192)
541119,279473811289,(0.096355, 0.973042, 0.209537)
