541120,279473820055,(0.0958647, 0.97459, 0.202445)
541121,279473828628,(0.0989755, 0.974565, 0.201066)
541122,279473837294,(0.103583, 0.97355, 0.203642)
541123,279473846017,(0.109237, 0.971976, 0.208159)
541124,279473854684,(0.118443, 0.969235, 0.215764)
541125,279473863354,(0.13323, 0.963388, 0.232665)
541126,279473871982,(0.157059, 0.951635, 0.264053)
541127,279473880695,(0.1858, 0.933433, 0.306888)
541128,279473889374,(0.216438, 0.9089, 0.356448)
541129,279473897978,(0.249061, 0.875729, 0.413603)
541130,279473906701,(0.27888, 0.837118, 0.470595)
541131,279473915320,(0.306203, 0.792068, 0.52808)
541132,279473923943,(0.330648, 0.738626, 0.587455)
541133,279473932702,(0.353511, 0.673805, 0.648858)
541134,279473958719,(0.395675, 0.476632, 0.785025)
541135,279473967384,(0.400345, 0.408014, 0.820517)
541136,279473976083,(0.401933, 0.3303, 0.854021)
541137,279473984692,(0.400033, 0.253266, 0.880812)
541138,279473993370,(0.394517, 0.177683, 0.901546)
541139,279474002079,(0.386643, 0.110505, 0.915585)
541140,279474010737,(0.378164, 0.0542493, 0.924147)
541141,279474019407,(0.367636, 0.00275276, 0.929966)
541142,279474028090,(0.355227, -0.051197, 0.933377)
541143,279474036752,(0.344944, -0.0891378, 0.934381)
541144,279474045403,(0.335887, -0.12212, 0.933952)
541145,279474054155,(0.327504, -0.156154, 0.931857)
541146,279474062792,(0.317318, -0.197736, 0.927475)
541147,279474071430,(0.305815, -0.242434, 0.920708)
541148,279474080124,(0.295918, -0.279155, 0.913512)
541149,279474088846,(0.287289, -0.311382, 0.905818)
541150,279474097413,(0.279325, -0.339127, 0.898315)
541151,279474106079,(0.272939, -0.361117, 0.891683)
541152,279474114789,(0.266752, -0.381502, 0.885042)
541153,279474123407,(0.260129, -0.400454, 0.878618)
541154,279474132231,(0.252641, -0.419592, 0.871846)
541155,279474140843,(0.246673, -0.435627, 0.865669)
541156,279474149477,(0.241484, -0.44815, 0.860725)
541157,279474158228,(0.236584, -0.459269, 0.856213)
541158,279474166802,(0.232006, -0.468995, 0.852184)
541159,279474175512,(0.227041, -0.479122, 0.847876)
541160,279474184187,(0.222576, -0.488798, 0.843526)
541161,279474192843,(0.218691, -0.496501, 0.840036)
541162,279474201504,(0.216144, -0.501626, 0.837647)
541163,279474210154,(0.213946, -0.505677, 0.835774)
541164,279474218809,(0.211727, -0.5093, 0.834137)
541165,279474227580,(0.209271, -0.51351, 0.832174)
541166,279474236216,(0.205962, -0.5188, 0.829714)
541167,279474244995,(0.201863, -0.525072, 0.826771)
541168,279474253495,(0.197237, -0.53138, 0.823853)
541169,279474262189,(0.193328, -0.536872, 0.821214)
541170,279474270855,(0.190015, -0.541098, 0.819211)
541171,279474279557,(0.187861, -0.543709, 0.817979)
541172,279474288264,(0.186864, -0.545089, 0.817288)
541173,279474296888,(0.205526, -0.509135, 0.835787)
541174,279474305567,(0.207143, -0.503311, 0.83891)
541175,279474314229,(0.207254, -0.503528, 0.838753)
541176,279474322892,(0.205999, -0.505588, 0.837822)
541177,279474331688,(0.204668, -0.507401, 0.837052)
541178,279474340250,(0.20325, -0.508777, 0.836562)
541179,279474348932,(0.202292, -0.509237, 0.836514)
541180,279474357589,(0.20074, -0.51033, 0.836221)
541181,279474366284,(0.197893, -0.512888, 0.835335)
541182,279474374991,(0.194341, -0.516438, 0.83398)
541183,279474383564,(0.191927, -0.519487, 0.832645)
541184,279474392251,(0.190499, -0.521849, 0.831495)
541185,279474400946,(0.189523, -0.52357, 0.830636)
541186,279474409631,(0.188667, -0.525198, 0.829802)
541187,279474418317,(0.18717, -0.527935, 0.828403)
541188,279474426985,(0.184716, -0.531814, 0.826471)
541189,279474435652,(0.183875, -0.534053, 0.825213)
541190,279474444329,(0.181772, -0.538648, 0.822689)
541191,279474453032,(0.177846, -0.545536, 0.819)
541192,279474461655,(0.174091, -0.550957, 0.816173)
541193,279474478987,(0.179016, -0.544744, 0.819273)
541194,279474487706,(0.180521, -0.541621, 0.821011)
541195,279474496369,(0.182014, -0.537063, 0.823671)
541196,279474505078,(0.182865, -0.537915, 0.822927)
541197,279474513717,(0.186548, -0.537351, 0.822468)
541198,279474522363,(0.190599, -0.534947, 0.823106)
541199,279474531071,(0.194992, -0.528583, 0.826183)
541200,279474539783,(0.200128, -0.520979, 0.829777)
541201,279474548343,(0.203836, -0.514874, 0.83268)
541202,279474557012,(0.203404, -0.515762, 0.832236)
541203,279474565740,(0.203165, -0.517557, 0.831179)
541204,279474574341,(0.20441, -0.515443, 0.832187)
541205,279474583069,(0.196239, -0.514518, 0.834722)
541206,279474591717,(0.184234, -0.519321, 0.834484)
541207,279474600475,(0.170113, -0.526156, 0.833199)
541208,279474609036,(0.160161, -0.528602, 0.833624)
541209,279474617757,(0.152991, -0.529717, 0.834262)
541210,279474626427,(0.147467, -0.530768, 0.834589)
541211,279474635059,(0.142814, -0.530591, 0.83551)
541212,279474643747,(0.137289, -0.529693, 0.837005)
541213,279474652410,(0.130469, -0.529544, 0.838189)
541214,279474661189,(0.1242, -0.528315, 0.839915)
541215,279474669822,(0.117482, -0.527974, 0.841095)
541216,279474678476,(0.112064, -0.524949, 0.843724)
541217,279474687192,(0.10798, -0.520088, 0.847259)
541218,279474695830,(0.105634, -0.514663, 0.85086)
541219,279474704454,(0.100925, -0.512172, 0.852933)
541220,279474713140,(0.0977023, -0.506562, 0.85665)
541221,279474721815,(0.0952113, -0.506062, 0.857226)
541222,279474730489,(0.0943769, -0.499698, 0.861043)
541223,279474739152,(0.0947521, -0.487589, 0.867917)
541224,279474747787,(0.0937588, -0.483099, 0.870531)
541225,279474756498,(0.094116, -0.477226, 0.873726)
541226,279474765175,(0.0922179, -0.478369, 0.873303)
541227,279474773815,(0.087829, -0.484608, 0.870311)
541228,279474782501,(0.0805856, -0.495864, 0.864653)
541229,279474791216,(0.0734515, -0.506094, 0.859345)
541230,279474799848,(0.0683603, -0.512443, 0.855996)
541231,279474808529,(0.0681646, -0.511992, 0.856281)
541232,279474817222,(0.0723599, -0.50602, 0.859481)
541233,279474825894,(0.078396, -0.497467, 0.863933)
541234,279474834612,(0.0860689, -0.488246, 0.868451)
541235,279474843200,(0.0945833, -0.480241, 0.872022)
541236,279474851879,(0.103424, -0.471286, 0.875895)
541237,279474860630,(0.113822, -0.460958, 0.880092)
541238,279474869215,(0.128642, -0.444831, 0.886327)
541239,279474877881,(0.141409, -0.433604, 0.889939)
541240,279474886572,(0.15126, -0.424292, 0.892803)
541241,279474895252,(0.157658, -0.421802, 0.892876)
541242,279474903887,(0.161997, -0.423008, 0.891527)
541243,279474912568,(0.166024, -0.423946, 0.89034)
541244,279474921348,(0.172272, -0.418277, 0.891834)
541245,279474929967,(0.17599, -0.420987, 0.88983)
541246,279474938622,(0.179409, -0.424715, 0.887372)
541247,279474947302,(0.182029, -0.431205, 0.883701)
541248,279474956031,(0.183505, -0.440678, 0.878709)
541249,279474964632,(0.184116, -0.45697, 0.870218)
541250,279474973274,(0.183424, -0.478559, 0.858683)
541251,279474981964,(0.182839, -0.497176, 0.848166)
541252,279474990606,(0.183183, -0.510092, 0.840387)
541253,279474999293,(0.182918, -0.522247, 0.832946)
541254,279475007996,(0.181301, -0.537534, 0.823521)
541255,279475016686,(0.17956, -0.554042, 0.812893)
541256,279475025333,(0.178125, -0.56802, 0.803508)
541257,279475034003,(0.178325, -0.575336, 0.798241)
541258,279475059984,(0.179766, -0.579789, 0.794688)
541259,279475068771,(0.180597, -0.579925, 0.7944)
541260,279475077398,(0.181927, -0.579831, 0.794165)
541261,279475086013,(0.183476, -0.579159, 0.794299)
541262,279475094680,(0.185383, -0.578019, 0.794687)
541263,279475103367,(0.186729, -0.577674, 0.794622)
541264,279475112061,(0.187654, -0.578553, 0.793765)
541265,279475120649,(0.189348, -0.577725, 0.793965)
541266,279475129360,(0.191505, -0.575923, 0.794757)
541267,279475138083,(0.190246, -0.582435, 0.790301)
541268,279475146723,(0.189747, -0.588772, 0.785712)
541269,279475155453,(0.18558, -0.603383, 0.775557)
541270,279475164136,(0.182268, -0.618015, 0.764746)
541271,279475172772,(0.182261, -0.627878, 0.756671)
541272,279475181383,(0.185275, -0.629326, 0.754734)
541273,279475190270,(0.190912, -0.629011, 0.75359)
541274,279475198732,(0.195422, -0.631495, 0.750349)
541275,279475207428,(0.198805, -0.634678, 0.746766)
541276,279475216095,(0.198012, -0.642399, 0.740348)
541277,279475224796,(0.198486, -0.642515, 0.74012)
541278,279475233417,(0.20017, -0.636968, 0.744448)
541279,279475242225,(0.204891, -0.626056, 0.752378)
541280,279475250785,(0.209131, -0.615813, 0.759631)
541281,279475259462,(0.212857, -0.605836, 0.766587)
541282,279475268113,(0.217699, -0.595801, 0.773064)
541283,279475276826,(0.222174, -0.586732, 0.778707)
541284,279475285470,(0.225014, -0.581219, 0.782018)
541285,279475294121,(0.223478, -0.577403, 0.785279)
541286,279475302959,(0.21846, -0.578103, 0.786176)
541287,279475311465,(0.208441, -0.583251, 0.785093)
541288,279475320138,(0.200273, -0.587384, 0.784137)
541289,279475328818,(0.192521, -0.590871, 0.783458)
541290,279475337566,(0.18537, -0.593198, 0.783425)
541291,279475346200,(0.181058, -0.59266, 0.784839)
541292,279475354913,(0.178171, -0.591469, 0.786397)
541293,279475363521,(0.17566, -0.589962, 0.788092)
541294,279475372190,(0.170626, -0.590338, 0.788916)
541295,279475380878,(0.165506, -0.589883, 0.790345)
541296,279475389526,(0.160386, -0.589926, 0.791368)
541297,279475398160,(0.156015, -0.589433, 0.792609)
541298,279475406857,(0.151086, -0.590447, 0.792808)
541299,279475415627,(0.147331, -0.590093, 0.793778)
541300,279475424178,(0.144739, -0.587906, 0.795875)
541301,279475432846,(0.142406, -0.585368, 0.798164)
541302,279475441543,(0.135892, -0.585461, 0.79923)
541303,279475450243,(0.130182, -0.58533, 0.800275)
541304,279475458924,(0.127598, -0.580131, 0.804467)
541305,279475467618,(0.125089, -0.57512, 0.808449)
541306,279475476314,(0.121964, -0.570592, 0.812126)
541307,279475484953,(0.120128, -0.565479, 0.815967)
541308,279475493567,(0.121281, -0.555168, 0.822849)
541309,279475502260,(0.117825, -0.553075, 0.824758)
541310,279475511000,(0.112692, -0.555692, 0.823715)
541311,279475519631,(0.107401, -0.560708, 0.821019)
541312,279475528284,(0.104357, -0.567606, 0.81666)
541313,279475536969,(0.102715, -0.568868, 0.815989)
541314,279475545639,(0.10118, -0.562872, 0.820328)
541315,279475554298,(0.104589, -0.547801, 0.830045)
541316,279475562938,(0.108706, -0.533109, 0.839034)
541317,279475571611,(0.117005, -0.5144, 0.849531)
541318,279475580316,(0.132158, -0.484564, 0.864715)
541319,279475589096,(0.150433, -0.456726, 0.876796)
541320,279475597630,(0.166155, -0.432238, 0.88632)
541321,279475606349,(0.178623, -0.414761, 0.892226)
541322,279475615126,(0.188921, -0.399545, 0.897036)
541323,279475623693,(0.198237, -0.387815, 0.900167)
541324,279475632283,(0.205118, -0.383826, 0.900336)
541325,279475641005,(0.211912, -0.38333, 0.898972)
541326,279475649657,(0.220821, -0.380651, 0.897966)
541327,279475658375,(0.229401, -0.379217, 0.89642)
541328,279475667033,(0.235277, -0.383379, 0.893121)
541329,279475675692,(0.240006, -0.389807, 0.889071)
541330,279475684379,(0.244362, -0.395801, 0.885228)
541331,279475693050,(0.248537, -0.401829, 0.881342)
541332,279475701644,(0.25252, -0.408293, 0.877229)
541333,279475710340,(0.256645, -0.41333, 0.873665)
541334,279475719067,(0.259931, -0.420649, 0.86919)
541335,279475727735,(0.262663, -0.428199, 0.86467)
541336,279475736387,(0.265517, -0.431341, 0.862233)
541337,279475745076,(0.268364, -0.433206, 0.860415)
541338,279475753744,(0.271357, -0.43437, 0.858887)
541339,279475762408,(0.274061, -0.437057, 0.856663)
541340,279475771056,(0.276608, -0.440084, 0.854292)
541341,279475779753,(0.278825, -0.443561, 0.851769)
541342,279475788414,(0.280883, -0.446665, 0.849467)
541343,279475797095,(0.282514, -0.449788, 0.847276)
541344,279475805789,(0.28381, -0.45216, 0.845578)
541345,279475814453,(0.285229, -0.454794, 0.843687)
541346,279475823184,(0.286851, -0.456851, 0.842023)
541347,279475831729,(0.28831, -0.458668, 0.840536)
541348,279475840408,(0.289595, -0.46032, 0.83919)
541349,279475849148,(0.290817, -0.461752, 0.83798)
541350,279475857851,(0.292412, -0.46212, 0.837222)
541351,279475866472,(0.293748, -0.462339, 0.836633)
541352,279475875125,(0.294863, -0.463232, 0.835746)
541353,279475883809,(0.295904, -0.464069, 0.834914)
541354,279475892434,(0.296689, -0.464973, 0.834132)
541355,279475901157,(0.296976, -0.46668, 0.833075)
541356,279475909887,(0.297408, -0.468405, 0.831952)
541357,279475918484,(0.297612, -0.470226, 0.830852)
541358,279475927247,(0.297446, -0.472447, 0.82965)
541359,279475935846,(0.297156, -0.474388, 0.828646)
541360,279475944492,(0.296123, -0.477278, 0.827355)
541361,279475953220,(0.29518, -0.479912, 0.826168)
541362,279475961851,(0.29445, -0.482264, 0.825058)
541363,279475970536,(0.293558, -0.484555, 0.824033)
541364,279475979231,(0.292642, -0.486709, 0.823088)
541365,279475987914,(0.292129, -0.487836, 0.822604)
541366,279475996552,(0.291445, -0.489666, 0.821758)
541367,279476005177,(0.29103, -0.490997, 0.821111)
541368,279476013936,(0.290385, -0.492447, 0.820471)
541369,279476022540,(0.291113, -0.492636, 0.820099)
541370,279476031236,(0.291917, -0.492258, 0.820041)
541371,279476039926,(0.293255, -0.491247, 0.82017)
541372,279476048594,(0.295605, -0.488692, 0.820852)
541373,279476057265,(0.297431, -0.486324, 0.821598)
541374,279476065908,(0.299182, -0.483565, 0.82259)
541375,279476074620,(0.300949, -0.480079, 0.823986)
541376,279476083260,(0.302907, -0.475997, 0.825636)
541377,279476091898,(0.30482, -0.470564, 0.828042)
541378,279476100614,(0.306948, -0.462635, 0.831716)
541379,279476109261,(0.308392, -0.453963, 0.83595)
541380,279476117942,(0.310774, -0.442898, 0.840988)
541381,279476126625,(0.312938, -0.431189, 0.846254)
541382,279476135271,(0.314943, -0.418093, 0.852062)
541383,279476161415,(0.32191, -0.381386, 0.866556)
541384,279476169944,(0.323984, -0.36893, 0.871163)
541385,279476178699,(0.326922, -0.345747, 0.879535)
541386,279476187307,(0.329633, -0.321145, 0.887811)
541387,279476196031,(0.333035, -0.295101, 0.895546)
541388,279476204669,(0.336645, -0.269566, 0.902222)
541389,279476213316,(0.341852, -0.241516, 0.908189)
541390,279476221962,(0.346667, -0.212165, 0.913678)
541391,279476230709,(0.351659, -0.180902, 0.918483)
541392,279476239366,(0.357686, -0.140196, 0.923258)
541393,279476248147,(0.364435, -0.0910423, 0.926768)
541394,279476256781,(0.373895, -0.0422558, 0.926508)
541395,279476265422,(0.384975, 0.00918251, 0.922881)
541396,279476274036,(0.405135, 0.0713887, 0.911465)
541397,279476282706,(0.433836, 0.134039, 0.890965)
541398,279476291361,(0.464257, 0.190834, 0.864897)
541399,279476300042,(0.496634, 0.244097, 0.832929)
541400,279476308711,(0.5325, 0.291521, 0.794644)
541401,279476317389,(0.574229, 0.311778, 0.757004)
541402,279476326134,(0.608637, 0.311204, 0.729872)
541403,279476334733,(0.640719, 0.31771, 0.698956)
541404,279476343468,(0.67669, 0.289263, 0.677065)
541405,279476352070,(0.704468, 0.278632, 0.652755)
541406,279476360759,(0.740716, 0.259178, 0.619812)
541407,279476369406,(0.792423, 0.259289, 0.552119)
541408,279476378115,(0.869264, 0.220467, 0.442465)
541409,279476386815,(0.925393, 0.13658, 0.353545)
541410,279476395440,(0.94916, 0.068312, 0.307292)
541411,279476404148,(0.958451, 0.0049211, 0.285216)
541412,279476412814,(0.960604, -0.0464195, 0.274018)
541413,279476421497,(0.957931, -0.100645, 0.268772)
541414,279476430134,(0.94831, -0.164578, 0.271335)
541415,279476438854,(0.919474, -0.212402, 0.330837)
541416,279476447470,(0.897199, -0.260335, 0.356734)
541417,279476456297,(0.874468, -0.311646, 0.371729)
541418,279476464817,(0.846734, -0.359371, 0.392294)
541419,279476473462,(0.81251, -0.407386, 0.416971)
541420,279476482128,(0.778726, -0.444776, 0.442448)
541421,279476490866,(0.744319, -0.476395, 0.468014)
541422,279476499448,(0.710237, -0.496976, 0.498576)
541423,279476508234,(0.674444, -0.511358, 0.532576)
541424,279476516932,(0.636537, -0.518163, 0.571251)
541425,279476525545,(0.599409, -0.520064, 0.608475)
541426,279476534204,(0.561184, -0.506218, 0.65484)
541427,279476542798,(0.523773, -0.482882, 0.701774)
541428,279476551532,(0.490052, -0.454846, 0.743616)
